Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5,Division
TOMCAT,Striving Squash,Cornwall Street Squash Centre,7.0,22/11/2024,3-2,"['0-3', '3-0', '3-0', '2-3', '3-0']",3.0,2.0,11.0,6.0,Striving Squash,TOMCAT,TOMCAT,Striving Squash,TOMCAT,8A
Striving Squash,i-Mask Advance Squash Club 2,Kwun Chung Sports Centre,8.0,29/11/2024,3-2,"['3-0', '2-3', '3-1', '3-1', 'CR']",3.0,2.0,14.0,5.0,Striving Squash,i-Mask Advance Squash Club 2,Striving Squash,Striving Squash,,8A
TOMCAT,Squashathon Zero,Cornwall Street Squash Centre,8.0,29/11/2024,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0.0,5.0,1.0,15.0,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero,Squashathon Zero,8A
Kinetic 2,Ladies Recreation Club Div 8,Yuen Long Jockey Club Squash Courts,8.0,29/11/2024,2-3,"['1-3', '0-3', '2-3', '3-0', 'CR']",2.0,3.0,6.0,12.0,Ladies Recreation Club Div 8,Ladies Recreation Club Div 8,Ladies Recreation Club Div 8,Kinetic 2,,8A
Sha Tin 3,Physical Chess 3,Cornwall Street Squash Centre,8.0,29/11/2024,5-0,"['3-0', '3-1', '3-0', '3-1', '3-0']",5.0,0.0,15.0,2.0,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3,Sha Tin 3,8A
Squashathon Zero,Striving Squash,Cornwall Street Squash Centre,9.0,03/01/2025,2-3,"['1-3', '0-3', '2-3', '3-0', '3-0']",2.0,3.0,9.0,9.0,Striving Squash,Striving Squash,Striving Squash,Squashathon Zero,Squashathon Zero,8A
Physical Chess 3,TOMCAT,Cornwall Street Squash Centre,9.0,03/01/2025,5-0,"['3-0', '3-1', '3-0', '3-1', '3-2']",5.0,0.0,15.0,4.0,Physical Chess 3,Physical Chess 3,Physical Chess 3,Physical Chess 3,Physical Chess 3,8A
Hong Kong Football Club 8,Kinetic 2,Hong Kong Football Club,9.0,03/01/2025,5-0,"['3-1', '3-0', '3-0', '3-0', '3-1']",5.0,0.0,15.0,2.0,Hong Kong Football Club 8,Hong Kong Football Club 8,Hong Kong Football Club 8,Hong Kong Football Club 8,Hong Kong Football Club 8,8A
Kinetic 2,Sha Tin 3,Yuen Long Jockey Club Squash Courts,10.0,10/01/2025,1-4,"['3-0', '1-3', '2-3', '2-3', 'CR']",1.0,4.0,8.0,12.0,Kinetic 2,Sha Tin 3,Sha Tin 3,Sha Tin 3,,8A
TOMCAT,Hong Kong Football Club 8,Cornwall Street Squash Centre,10.0,10/01/2025,1-4,"['3-1', '0-3', '1-3', '1-3', '0-3']",1.0,4.0,5.0,13.0,TOMCAT,Hong Kong Football Club 8,Hong Kong Football Club 8,Hong Kong Football Club 8,Hong Kong Football Club 8,8A
i-Mask Advance Squash Club 2,Physical Chess 3,Cornwall Street Squash Centre,10.0,10/01/2025,1-4,"['0-3', '2-3', '3-0', '0-3', 'CR']",1.0,4.0,5.0,12.0,Physical Chess 3,Physical Chess 3,i-Mask Advance Squash Club 2,Physical Chess 3,,8A
Happy Squash 3,NEXUS 3,Wai Tsuen Sports Centre,2.0,18/10/2024,3-2,"['3-0', '0-3', '2-3', 'CR', 'CR']",3.0,2.0,11.0,6.0,Happy Squash 3,NEXUS 3,NEXUS 3,,,8B
Vitality Squash 2,X-Alpha 4,HK Squash Centre,2.0,18/10/2024,2-3,"['3-0', '3-0', '0-3', '0-3', '0-3']",2.0,3.0,6.0,9.0,Vitality Squash 2,Vitality Squash 2,X-Alpha 4,X-Alpha 4,X-Alpha 4,8B
MERCURY,Dynamos Squash,HK Squash Centre,2.0,18/10/2024,0-5,"['0-3', '0-3', '0-3', '0-3', '0-3']",0.0,5.0,0.0,15.0,Dynamos Squash,Dynamos Squash,Dynamos Squash,Dynamos Squash,Dynamos Squash,8B
Fusion Squash Club 1,LONGVIEW,HK Squash Centre,2.0,18/10/2024,4-1,"['3-1', '3-1', '0-3', '3-1', '3-0']",4.0,1.0,12.0,6.0,Fusion Squash Club 1,Fusion Squash Club 1,LONGVIEW,Fusion Squash Club 1,Fusion Squash Club 1,8B
MERCURY,LONGVIEW,HK Squash Centre,3.0,25/10/2024,4-1,"['3-0', '2-3', '3-0', '3-1', '3-1']",4.0,1.0,14.0,5.0,MERCURY,LONGVIEW,MERCURY,MERCURY,MERCURY,8B
Vitality Squash 2,Dynamos Squash,Java Road Sports Centre,3.0,25/10/2024,1-4,"['0-3', '1-3', '1-3', '3-1', 'CR']",1.0,4.0,5.0,13.0,Dynamos Squash,Dynamos Squash,Dynamos Squash,Vitality Squash 2,,8B
X-Alpha 4,Happy Squash 3,Pei Ho Street Sports Centre,3.0,25/10/2024,3-2,"['0-3', '0-3', '3-0', '3-0', '3-0']",3.0,2.0,9.0,6.0,Happy Squash 3,Happy Squash 3,X-Alpha 4,X-Alpha 4,X-Alpha 4,8B
NEXUS 3,Fusion Squash Club 1,Cornwall Street Squash Centre,3.0,25/10/2024,2-3,"['3-1', '3-0', '0-3', '0-3', '0-3']",2.0,3.0,6.0,10.0,NEXUS 3,NEXUS 3,Fusion Squash Club 1,Fusion Squash Club 1,Fusion Squash Club 1,8B
NEXUS 3,X-Alpha 4,Cornwall Street Squash Centre,4.0,01/11/2024,2-3,"['1-3', '0-3', '3-1', '3-0', 'CR']",2.0,3.0,7.0,10.0,X-Alpha 4,X-Alpha 4,NEXUS 3,NEXUS 3,,8B
Happy Squash 3,Dynamos Squash,Tsing Yi Sports Centre,4.0,01/11/2024,0-5,"['0-3', '0-3', '0-3', '0-3', '2-3']",0.0,5.0,2.0,15.0,Dynamos Squash,Dynamos Squash,Dynamos Squash,Dynamos Squash,Dynamos Squash,8B
Vitality Squash 2,LONGVIEW,HK Squash Centre,4.0,01/11/2024,5-0,"['3-1', '3-1', '3-0', '3-0', '3-0']",5.0,0.0,15.0,2.0,Vitality Squash 2,Vitality Squash 2,Vitality Squash 2,Vitality Squash 2,Vitality Squash 2,8B
Fusion Squash Club 1,MERCURY,HK Squash Centre,4.0,01/11/2024,3-2,"['3-1', '3-1', '3-0', '0-3', '0-3']",3.0,2.0,9.0,8.0,Fusion Squash Club 1,Fusion Squash Club 1,Fusion Squash Club 1,MERCURY,MERCURY,8B
MERCURY,Vitality Squash 2,HK Squash Centre,5.0,08/11/2024,3-2,"['3-1', '3-2', '2-3', '2-3', '3-0']",3.0,2.0,13.0,9.0,MERCURY,MERCURY,Vitality Squash 2,Vitality Squash 2,MERCURY,8B
LONGVIEW,Happy Squash 3,Kwun Chung Sports Centre,5.0,08/11/2024,2-3,"['2-3', '0-3', '0-3', '3-0', '3-0']",2.0,3.0,8.0,9.0,Happy Squash 3,Happy Squash 3,Happy Squash 3,LONGVIEW,LONGVIEW,8B
Dynamos Squash,NEXUS 3,Tsing Yi Sports Centre,5.0,08/11/2024,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5.0,0.0,15.0,0.0,,,,,,8B
X-Alpha 4,Fusion Squash Club 1,Pei Ho Street Sports Centre,5.0,08/11/2024,2-3,"['3-1', '3-2', '1-3', '2-3', '0-3']",2.0,3.0,9.0,12.0,X-Alpha 4,X-Alpha 4,Fusion Squash Club 1,Fusion Squash Club 1,Fusion Squash Club 1,8B
X-Alpha 4,Dynamos Squash,Pei Ho Street Sports Centre,6.0,15/11/2024,0-5,"['0-3', '0-3', '0-3', '2-3', '2-3']",0.0,5.0,4.0,15.0,Dynamos Squash,Dynamos Squash,Dynamos Squash,Dynamos Squash,Dynamos Squash,8B
NEXUS 3,LONGVIEW,Cornwall Street Squash Centre,6.0,15/11/2024,2-3,"['3-0', '3-2', '0-3', '0-3', 'CR']",2.0,3.0,6.0,11.0,NEXUS 3,NEXUS 3,LONGVIEW,LONGVIEW,,8B
MERCURY,Happy Squash 3,Harbour Road Sports Centre,6.0,15/11/2024,1-4,"['2-3', '2-3', '1-3', '3-0', '2-3']",1.0,4.0,10.0,12.0,Happy Squash 3,Happy Squash 3,Happy Squash 3,MERCURY,Happy Squash 3,8B
Vitality Squash 2,Fusion Squash Club 1,Java Road Sports Centre,6.0,15/11/2024,2-3,"['0-3', '0-3', '3-0', '3-0', '0-3']",2.0,3.0,6.0,9.0,Fusion Squash Club 1,Fusion Squash Club 1,Vitality Squash 2,Vitality Squash 2,Fusion Squash Club 1,8B
Vitality Squash 2,Happy Squash 3,Java Road Sports Centre,7.0,22/11/2024,3-2,"['0-3', '2-3', '3-0', '3-1', 'CR']",3.0,2.0,11.0,7.0,Happy Squash 3,Happy Squash 3,Vitality Squash 2,Vitality Squash 2,,8B
MERCURY,NEXUS 3,HK Squash Centre,7.0,22/11/2024,1-4,"['3-0', '0-3', '0-3', '1-3', '0-3']",1.0,4.0,4.0,12.0,MERCURY,NEXUS 3,NEXUS 3,NEXUS 3,NEXUS 3,8B
LONGVIEW,X-Alpha 4,Kwun Chung Sports Centre,7.0,22/11/2024,3-2,"['0-3', '3-1', '2-3', '3-0', '3-1']",3.0,2.0,11.0,8.0,X-Alpha 4,LONGVIEW,X-Alpha 4,LONGVIEW,LONGVIEW,8B
Dynamos Squash,Fusion Squash Club 1,Tsing Yi Sports Centre,7.0,22/11/2024,4-1,"['3-0', '3-0', '2-3', '3-0', 'CR']",4.0,1.0,14.0,3.0,Dynamos Squash,Dynamos Squash,Fusion Squash Club 1,Dynamos Squash,,8B
LONGVIEW,Dynamos Squash,Cornwall Street Squash Centre,8.0,29/11/2024,2-3,"['1-3', '0-3', '1-3', '3-1', 'CR']",2.0,3.0,5.0,13.0,Dynamos Squash,Dynamos Squash,Dynamos Squash,LONGVIEW,,8B
MERCURY,X-Alpha 4,HK Squash Centre,8.0,29/11/2024,0-5,"['1-3', '0-3', '2-3', '0-3', 'WO']",0.0,5.0,3.0,15.0,X-Alpha 4,X-Alpha 4,X-Alpha 4,X-Alpha 4,,8B
NEXUS 3,Vitality Squash 2,Pei Ho Street Sports Centre,8.0,29/11/2024,5-0,"['3-2', '3-0', '3-0', 'CR', 'CR']",5.0,0.0,15.0,2.0,NEXUS 3,NEXUS 3,NEXUS 3,,,8B
Fusion Squash Club 1,Happy Squash 3,Harbour Road Sports Centre,8.0,29/11/2024,5-0,"['3-2', '3-2', '3-2', '3-0', '3-1']",5.0,0.0,15.0,7.0,Fusion Squash Club 1,Fusion Squash Club 1,Fusion Squash Club 1,Fusion Squash Club 1,Fusion Squash Club 1,8B
MERCURY,LONGVIEW,HK Squash Centre,9.0,03/01/2025,3-2,"['0-3', '3-0', '0-3', '3-0', '3-0']",3.0,2.0,9.0,6.0,LONGVIEW,MERCURY,LONGVIEW,MERCURY,MERCURY,8B
Vitality Squash 2,Dynamos Squash,HK Squash Centre,9.0,03/01/2025,0-5,"['0-3', '0-3', '1-3', 'CR', 'CR']",0.0,5.0,1.0,15.0,Dynamos Squash,Dynamos Squash,Dynamos Squash,,,8B
Happy Squash 3,X-Alpha 4,Tsing Yi Sports Centre,9.0,03/01/2025,0-5,"['CR', 'CR', 'CR', 'CR', 'CR']",0.0,5.0,0.0,15.0,,,,,,8B
Fusion Squash Club 1,NEXUS 3,HK Squash Centre,9.0,03/01/2025,4-1,"['0-3', 'CR', 'CR', 'CR', 'CR']",4.0,1.0,12.0,3.0,NEXUS 3,,,,,8B
X-Alpha 4,NEXUS 3,Pei Ho Street Sports Centre,10.0,10/01/2025,3-2,"['0-3', '2-3', '3-0', '3-0', '3-0']",3.0,2.0,11.0,6.0,NEXUS 3,NEXUS 3,X-Alpha 4,X-Alpha 4,X-Alpha 4,8B
Dynamos Squash,Happy Squash 3,Tsing Yi Sports Centre,10.0,10/01/2025,4-1,"['2-3', '3-0', '3-1', '3-1', 'CR']",4.0,1.0,14.0,5.0,Happy Squash 3,Dynamos Squash,Dynamos Squash,Dynamos Squash,,8B
LONGVIEW,Vitality Squash 2,Kwun Chung Sports Centre,10.0,10/01/2025,1-4,"['0-3', '0-3', '3-0', '0-3', '0-3']",1.0,4.0,3.0,12.0,Vitality Squash 2,Vitality Squash 2,LONGVIEW,Vitality Squash 2,Vitality Squash 2,8B
MERCURY,Fusion Squash Club 1,HK Squash Centre,10.0,10/01/2025,3-2,"['1-3', '3-2', '2-3', 'CR', 'CR']",3.0,2.0,12.0,8.0,Fusion Squash Club 1,MERCURY,Fusion Squash Club 1,,,8B
Friend Club,Hong Kong Football Club 9,Cornwall Street Squash Centre,1.0,02/10/2024,5-0,"['3-2', '3-2', '3-0', '3-2', '3-1']",5.0,0.0,15.0,7.0,Friend Club,Friend Club,Friend Club,Friend Club,Friend Club,9
The Best Group 2,i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,1.0,02/10/2024,1-4,"['0-3', '1-3', '3-2', '2-3', '1-3']",1.0,4.0,7.0,14.0,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,The Best Group 2,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,9
Kowloon Cricket Club 9,Centre Squash,Kowloon Cricket Club,1.0,02/10/2024,5-0,"['3-1', '3-1', '3-1', '3-1', '3-2']",5.0,0.0,15.0,6.0,Kowloon Cricket Club 9,Kowloon Cricket Club 9,Kowloon Cricket Club 9,Kowloon Cricket Club 9,Kowloon Cricket Club 9,9
HKPF Squash Team,Kwai Tsing District Squash Club,Cornwall Street Squash Centre,1.0,02/10/2024,2-3,"['3-0', '3-0', '0-3', '0-3', '0-3']",2.0,3.0,6.0,9.0,HKPF Squash Team,HKPF Squash Team,Kwai Tsing District Squash Club,Kwai Tsing District Squash Club,Kwai Tsing District Squash Club,9
Friend Club,Kowloon Cricket Club 9,Cornwall Street Squash Centre,2.0,09/10/2024,4-1,"['1-3', '3-0', '3-0', '3-0', 'CR']",4.0,1.0,13.0,3.0,Kowloon Cricket Club 9,Friend Club,Friend Club,Friend Club,,9
i-Mask Advance Squash Club 3,Centre Squash,Cornwall Street Squash Centre,2.0,09/10/2024,3-2,"['3-1', '0-3', '2-3', '3-1', '3-1']",3.0,2.0,11.0,9.0,i-Mask Advance Squash Club 3,Centre Squash,Centre Squash,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,9
Kwai Tsing District Squash Club,The Best Group 2,Cornwall Street Squash Centre,2.0,09/10/2024,2-3,"['1-3', '3-0', '1-3', '1-3', '3-2']",2.0,3.0,9.0,11.0,The Best Group 2,Kwai Tsing District Squash Club,The Best Group 2,The Best Group 2,Kwai Tsing District Squash Club,9
Hong Kong Football Club 9,HKPF Squash Team,Hong Kong Football Club,2.0,09/10/2024,1-4,"['2-3', '1-3', '0-3', '2-3', '3-0']",1.0,4.0,8.0,12.0,HKPF Squash Team,HKPF Squash Team,HKPF Squash Team,HKPF Squash Team,Hong Kong Football Club 9,9
HKPF Squash Team,Friend Club,Cornwall Street Squash Centre,3.0,16/10/2024,2-3,"['3-0', '3-2', '0-3', '2-3', '0-3']",2.0,3.0,8.0,11.0,HKPF Squash Team,HKPF Squash Team,Friend Club,Friend Club,Friend Club,9
Hong Kong Football Club 9,The Best Group 2,Hong Kong Football Club,3.0,16/10/2024,3-2,"['3-0', '3-2', '1-3', '3-0', '1-3']",3.0,2.0,11.0,8.0,Hong Kong Football Club 9,Hong Kong Football Club 9,The Best Group 2,Hong Kong Football Club 9,The Best Group 2,9
Centre Squash,Kwai Tsing District Squash Club,HK Squash Centre,3.0,16/10/2024,2-3,"['1-3', '3-0', '0-3', '3-1', '0-3']",2.0,3.0,7.0,10.0,Kwai Tsing District Squash Club,Centre Squash,Kwai Tsing District Squash Club,Centre Squash,Kwai Tsing District Squash Club,9
Kowloon Cricket Club 9,i-Mask Advance Squash Club 3,Kowloon Cricket Club,3.0,16/10/2024,1-4,"['3-1', '1-3', '0-3', '1-3', '0-3']",1.0,4.0,5.0,13.0,Kowloon Cricket Club 9,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,9
Friend Club,i-Mask Advance Squash Club 3,Cornwall Street Squash Centre,4.0,23/10/2024,4-1,"['3-1', '3-0', '3-0', '3-0', '1-3']",4.0,1.0,13.0,4.0,Friend Club,Friend Club,Friend Club,Friend Club,i-Mask Advance Squash Club 3,9
Kwai Tsing District Squash Club,Kowloon Cricket Club 9,Cornwall Street Squash Centre,4.0,23/10/2024,2-3,"['2-3', '3-0', '0-3', '0-3', '3-0']",2.0,3.0,8.0,9.0,Kowloon Cricket Club 9,Kwai Tsing District Squash Club,Kowloon Cricket Club 9,Kowloon Cricket Club 9,Kwai Tsing District Squash Club,9
Centre Squash,Hong Kong Football Club 9,HK Squash Centre,4.0,23/10/2024,1-4,"['3-0', '2-3', '0-3', '1-3', '0-3']",1.0,4.0,6.0,12.0,Centre Squash,Hong Kong Football Club 9,Hong Kong Football Club 9,Hong Kong Football Club 9,Hong Kong Football Club 9,9
HKPF Squash Team,The Best Group 2,Cornwall Street Squash Centre,4.0,23/10/2024,2-3,"['3-0', '3-1', '1-3', '0-3', '0-3']",2.0,3.0,7.0,10.0,HKPF Squash Team,HKPF Squash Team,The Best Group 2,The Best Group 2,The Best Group 2,9
The Best Group 2,Friend Club,Cornwall Street Squash Centre,5.0,30/10/2024,0-5,"['0-3', '0-3', '1-3', '0-3', '0-3']",0.0,5.0,1.0,15.0,Friend Club,Friend Club,Friend Club,Friend Club,Friend Club,9
Centre Squash,HKPF Squash Team,HK Squash Centre,5.0,30/10/2024,4-1,"['3-2', '3-0', '3-0', '3-1', '0-3']",4.0,1.0,12.0,6.0,Centre Squash,Centre Squash,Centre Squash,Centre Squash,HKPF Squash Team,9
Hong Kong Football Club 9,Kowloon Cricket Club 9,Hong Kong Football Club,5.0,30/10/2024,5-0,"['3-1', '3-0', '3-0', '3-0', '3-2']",5.0,0.0,15.0,3.0,Hong Kong Football Club 9,Hong Kong Football Club 9,Hong Kong Football Club 9,Hong Kong Football Club 9,Hong Kong Football Club 9,9
i-Mask Advance Squash Club 3,Kwai Tsing District Squash Club,Cornwall Street Squash Centre,5.0,30/10/2024,2-3,"['3-0', '0-3', '3-1', '0-3', '0-3']",2.0,3.0,6.0,10.0,i-Mask Advance Squash Club 3,Kwai Tsing District Squash Club,i-Mask Advance Squash Club 3,Kwai Tsing District Squash Club,Kwai Tsing District Squash Club,9
Friend Club,Kwai Tsing District Squash Club,Cornwall Street Squash Centre,6.0,06/11/2024,3-2,"['0-3', '3-0', '1-3', '3-0', '3-0']",3.0,2.0,10.0,6.0,Kwai Tsing District Squash Club,Friend Club,Kwai Tsing District Squash Club,Friend Club,Friend Club,9
Hong Kong Football Club 9,i-Mask Advance Squash Club 3,Hong Kong Football Club,6.0,06/11/2024,0-5,"['0-3', '1-3', '0-3', '1-3', '0-3']",0.0,5.0,2.0,15.0,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,9
HKPF Squash Team,Kowloon Cricket Club 9,Cornwall Street Squash Centre,6.0,06/11/2024,3-2,"['3-0', '3-2', '1-3', '1-3', '3-0']",3.0,2.0,11.0,8.0,HKPF Squash Team,HKPF Squash Team,Kowloon Cricket Club 9,Kowloon Cricket Club 9,HKPF Squash Team,9
The Best Group 2,Centre Squash,Cornwall Street Squash Centre,6.0,06/11/2024,1-4,"['2-3', '0-3', '0-3', '3-1', '0-3']",1.0,4.0,5.0,13.0,Centre Squash,Centre Squash,Centre Squash,The Best Group 2,Centre Squash,9
Centre Squash,Friend Club,HK Squash Centre,7.0,13/11/2024,1-4,"['3-1', '2-3', '1-3', '0-3', '2-3']",1.0,4.0,8.0,13.0,Centre Squash,Friend Club,Friend Club,Friend Club,Friend Club,9
Kowloon Cricket Club 9,The Best Group 2,Kowloon Cricket Club,7.0,13/11/2024,5-0,"['3-0', '3-0', '3-1', '2-1', '3-0']",5.0,0.0,14.0,2.0,Kowloon Cricket Club 9,Kowloon Cricket Club 9,Kowloon Cricket Club 9,Kowloon Cricket Club 9,Kowloon Cricket Club 9,9
i-Mask Advance Squash Club 3,HKPF Squash Team,Cornwall Street Squash Centre,7.0,13/11/2024,3-2,"['0-3', '3-1', '1-3', '3-0', '3-1']",3.0,2.0,10.0,8.0,HKPF Squash Team,i-Mask Advance Squash Club 3,HKPF Squash Team,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,9
Kwai Tsing District Squash Club,Hong Kong Football Club 9,Cornwall Street Squash Centre,7.0,13/11/2024,3-2,"['3-2', '1-3', '3-0', '3-0', '0-3']",3.0,2.0,10.0,8.0,Kwai Tsing District Squash Club,Hong Kong Football Club 9,Kwai Tsing District Squash Club,Kwai Tsing District Squash Club,Hong Kong Football Club 9,9
Hong Kong Football Club 9,Friend Club,Hong Kong Football Club,8.0,20/11/2024,2-3,"['2-3', '1-3', '0-3', '3-1', '3-0']",2.0,3.0,9.0,10.0,Friend Club,Friend Club,Friend Club,Hong Kong Football Club 9,Hong Kong Football Club 9,9
i-Mask Advance Squash Club 3,The Best Group 2,Cornwall Street Squash Centre,8.0,20/11/2024,4-1,"['3-1', '1-3', '3-1', '3-2', '3-0']",4.0,1.0,13.0,7.0,i-Mask Advance Squash Club 3,The Best Group 2,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,9
Centre Squash,Kowloon Cricket Club 9,HK Squash Centre,8.0,20/11/2024,2-3,"['2-3', '0-3', '3-0', '0-3', '3-2']",2.0,3.0,8.0,11.0,Kowloon Cricket Club 9,Kowloon Cricket Club 9,Centre Squash,Kowloon Cricket Club 9,Centre Squash,9
Kwai Tsing District Squash Club,HKPF Squash Team,Pei Ho Street Sports Centre,8.0,20/11/2024,4-1,"['0-3', '3-0', '3-0', '3-2', '3-1']",4.0,1.0,12.0,6.0,HKPF Squash Team,Kwai Tsing District Squash Club,Kwai Tsing District Squash Club,Kwai Tsing District Squash Club,Kwai Tsing District Squash Club,9
Kowloon Cricket Club 9,Friend Club,Kowloon Cricket Club,9.0,27/11/2024,3-2,"['3-0', '3-0', '2-3', '3-2', '0-3']",3.0,2.0,11.0,8.0,Kowloon Cricket Club 9,Kowloon Cricket Club 9,Friend Club,Kowloon Cricket Club 9,Friend Club,9
Centre Squash,i-Mask Advance Squash Club 3,HK Squash Centre,9.0,27/11/2024,0-5,"['0-3', '1-3', '0-3', '0-3', '1-3']",0.0,5.0,2.0,15.0,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,i-Mask Advance Squash Club 3,9
The Best Group 2,Kwai Tsing District Squash Club,Cornwall Street Squash Centre,9.0,27/11/2024,1-4,"['2-3', '1-3', '3-0', '2-3', '0-3']",1.0,4.0,8.0,12.0,Kwai Tsing District Squash Club,Kwai Tsing District Squash Club,The Best Group 2,Kwai Tsing District Squash Club,Kwai Tsing District Squash Club,9
HKPF Squash Team,Hong Kong Football Club 9,Cornwall Street Squash Centre,9.0,27/11/2024,2-3,"['3-0', '1-3', '0-3', '0-3', '3-1']",2.0,3.0,7.0,10.0,HKPF Squash Team,Hong Kong Football Club 9,Hong Kong Football Club 9,Hong Kong Football Club 9,HKPF Squash Team,9
i-Mask Advance Squash Club 3,Friend Club,Cornwall Street Squash Centre,10.0,18/12/2024,1-4,"['3-1', '2-3', '0-3', '1-3', '2-3']",1.0,4.0,8.0,13.0,i-Mask Advance Squash Club 3,Friend Club,Friend Club,Friend Club,Friend Club,9
Kowloon Cricket Club 9,Kwai Tsing District Squash Club,Kowloon Cricket Club,10.0,18/12/2024,3-2,"['3-0', '3-0', '0-3', '3-0', '2-3']",3.0,2.0,11.0,6.0,Kowloon Cricket Club 9,Kowloon Cricket Club 9,Kwai Tsing District Squash Club,Kowloon Cricket Club 9,Kwai Tsing District Squash Club,9
Centre Squash,Hong Kong Football Club 9,HK Squash Centre,10.0,18/12/2024,4-1,"['3-1', '3-2', '3-0', '3-0', '0-3']",4.0,1.0,12.0,6.0,Centre Squash,Centre Squash,Centre Squash,Centre Squash,Hong Kong Football Club 9,9
The Best Group 2,HKPF Squash Team,Cornwall Street Squash Centre,10.0,18/12/2024,4-1,"['0-3', '3-0', '3-0', '3-0', '3-0']",4.0,1.0,12.0,3.0,HKPF Squash Team,The Best Group 2,The Best Group 2,The Best Group 2,The Best Group 2,9
JESSICA L2,Kowloon Cricket Club L2,HK Squash Centre,1.0,08/10/2024,2-2,"['3-0', '0-3', '3-2', '0-3']",2.0,2.0,6.0,8.0,JESSICA L2,Kowloon Cricket Club L2,JESSICA L2,Kowloon Cricket Club L2,,L2
Hong Kong Football Club L2C,Hong Kong Cricket Club L2,Hong Kong Football Club,1.0,08/10/2024,1-3,"['3-2', '1-3', '0-3', '0-3']",1.0,3.0,4.0,11.0,Hong Kong Football Club L2C,Hong Kong Cricket Club L2,Hong Kong Cricket Club L2,Hong Kong Cricket Club L2,,L2
Hong Kong Football Club L2A,Hong Kong Football Club L2B,Hong Kong Football Club,1.0,08/10/2024,2-2,"['0-3', '0-3', '3-2', '3-2']",2.0,2.0,6.0,10.0,Hong Kong Football Club L2B,Hong Kong Football Club L2B,Hong Kong Football Club L2A,Hong Kong Football Club L2A,,L2
JESSICA L2,Hong Kong Football Club L2B,HK Squash Centre,2.0,15/10/2024,2-2,"['3-0', '0-3', '3-2', '1-3']",2.0,2.0,7.0,8.0,JESSICA L2,Hong Kong Football Club L2B,JESSICA L2,Hong Kong Football Club L2B,,L2
Hong Kong Cricket Club L2,Kowloon Cricket Club L2,Hong Kong Cricket Club,2.0,15/10/2024,0-4,"['0-3', '0-3', '1-3', '0-3']",0.0,4.0,1.0,12.0,Kowloon Cricket Club L2,Kowloon Cricket Club L2,Kowloon Cricket Club L2,Kowloon Cricket Club L2,,L2
Hong Kong Football Club L2C,Hong Kong Football Club L2A,Hong Kong Football Club,2.0,15/10/2024,1-3,"['0-3', '2-3', '3-0', '0-3']",1.0,3.0,5.0,9.0,Hong Kong Football Club L2A,Hong Kong Football Club L2A,Hong Kong Football Club L2C,Hong Kong Football Club L2A,,L2
Hong Kong Cricket Club L2,JESSICA L2,Hong Kong Cricket Club,3.0,22/10/2024,0-4,"['0-3', '0-3', '0-3', '0-3']",0.0,4.0,0.0,12.0,JESSICA L2,JESSICA L2,JESSICA L2,JESSICA L2,,L2
Kowloon Cricket Club L2,Hong Kong Football Club L2A,Kowloon Cricket Club,3.0,22/10/2024,2-2,"['1-3', '3-0', '3-0', '1-3']",2.0,2.0,8.0,6.0,Hong Kong Football Club L2A,Kowloon Cricket Club L2,Kowloon Cricket Club L2,Hong Kong Football Club L2A,,L2
Hong Kong Football Club L2C,Hong Kong Football Club L2B,Hong Kong Football Club,3.0,22/10/2024,0-4,"['0-3', '0-3', '0-3', 'CR']",0.0,4.0,0.0,12.0,Hong Kong Football Club L2B,Hong Kong Football Club L2B,Hong Kong Football Club L2B,,,L2
Hong Kong Football Club L2B,Kowloon Cricket Club L2,Hong Kong Football Club,4.0,29/10/2024,2-2,"['0-3', '2-3', '3-2', '3-1']",2.0,2.0,8.0,9.0,Kowloon Cricket Club L2,Kowloon Cricket Club L2,Hong Kong Football Club L2B,Hong Kong Football Club L2B,,L2
Hong Kong Football Club L2A,Hong Kong Cricket Club L2,Hong Kong Football Club,4.0,29/10/2024,2-2,"['3-1', '0-3', '3-1', '0-3']",2.0,2.0,6.0,8.0,Hong Kong Football Club L2A,Hong Kong Cricket Club L2,Hong Kong Football Club L2A,Hong Kong Cricket Club L2,,L2
